                           TEXT FILE ANALYSIS REPORT
                           Generated: 2025-03-26 11:59:16
Folder: /Users/muzammilmohammad/Desktop/CA chatbot/cleaned_data_1

+---------------------------------------------------------------------------------------------------------------------------------------------------------+------------------------------+------------------------------+----------------------------------+--------------------------------------+
| FILENAME                                                                                                                                                |    LINES |    WORDS | CHARS (TOTAL) | CHARS (NO SPACES) |
| www.incometax.gov.in_iec_foportal_help_all-topics_tax-payer_individual_business-professional_deductions-on-which-i-can-get-tax-benefit.txt              |      593 |     9131 |        66436 |            57575 |
| incometaxindia.gov.in_Pages_tutorials.aspx?c=22.txt                                                                                                     |     1096 |    14191 |       103886 |            90160 |
| www.incometax.gov.in_iec_foportal_help_tin.2.0.registration.txt                                                                                         |      731 |    11546 |        82008 |            70846 |
| incometaxindia.gov.in_Pages_publicity-events.aspx.txt                                                                                                   |      949 |    11937 |        87449 |            75860 |
| incometaxindia.gov.in_Pages_downloads_forms.aspx?c=2.txt                                                                                                |     1140 |    18299 |       127308 |           109383 |
| incometaxindia.gov.in_Pages_about-us_who-we-are.aspx.txt                                                                                                |     1146 |    23050 |       178924 |           156403 |
| incometaxindia.gov.in_Pages_utilities_Double-Taxation-Avoidance-Agreements.aspx.txt                                                                     |     1126 |    19162 |       138007 |           119237 |
| incometaxindia.gov.in_Pages_tax-services.aspx?c=16.txt                                                                                                  |      900 |     7691 |        61280 |            53941 |
| www.incometax.gov.in_iec_foportal_help_non-company_return-applicable.txt                                                                                |     1545 |    17972 |       120059 |           103122 |
| www.incometax.gov.in_iec_foportal_help_e-filing-itr4-form-sugam-faq.txt                                                                                 |     1241 |    44617 |       267997 |           224292 |
| www.incometax.gov.in_iec_foportal_help_register-for-efiling-company-faq.txt                                                                             |      597 |    11518 |        81310 |            70066 |
| incometaxindia.gov.in_Pages_faqs.aspx?c=3.txt                                                                                                           |     1145 |    13920 |       102463 |            89040 |
| www.incometax.gov.in_iec_foportal_help_how-to-perform-rectification.txt                                                                                 |      979 |    12903 |        90596 |            78225 |
| www.incometax.gov.in_iec_foportal_help_individual-business-profession.txt                                                                               |     3481 |    36209 |       222094 |           188659 |
| www.incometax.gov.in_iec_foportal_help_tax-calculator-faq.txt                                                                                           |      593 |     8669 |        63961 |            55562 |
| www.incometax.gov.in_iec_foportal_help_taxpayer-ledger-faq.txt                                                                                          |      593 |     8669 |        63983 |            55584 |
| www.incometax.gov.in_iec_foportal_help_assissted-filing.txt                                                                                             |      798 |    40294 |       270279 |           230432 |
| incometaxindia.gov.in_Pages_tax-services.aspx?c=4.txt                                                                                                   |      900 |     7691 |        61280 |            53941 |
| incometaxindia.gov.in_Pages_ids_mp-chattisgarh-cca.aspx.txt                                                                                             |      858 |     8171 |        62552 |            54637 |
| www.incometax.gov.in_iec_foportal_help_all-topics_statutory-forms_popular-form.txt                                                                      |      807 |    12077 |        88546 |            76878 |
| incometaxindia.gov.in_Pages_income-from-other-sources.aspx?k=Deemed%20Income%20[Section%2056(2)(x)].txt                                                 |      901 |     8806 |        68899 |            60462 |
| incometaxindia.gov.in_Pages_tax-payers-information_booklets.aspx.txt                                                                                    |     1071 |    14533 |       105023 |            90942 |
| incometaxindia.gov.in_Pages_right-to-information_case-laws.aspx.txt                                                                                     |     1443 |    30114 |       196590 |           166596 |
+---------------------------------------------------------------------------------------------------------------------------------------------------------+------------------------------+------------------------------+----------------------------------+--------------------------------------+

SUMMARY:
Files analyzed: 648
Total words: 9509478
Total characters: 67173059
